experimentNumber,easyAxisOrientation,x,y,orientationEstimate,estimationError
383,104,0.00316,0.00121,107.94986919168848,3.949869191688478
384,104,0.00763,0.00886,106.63640713081062,2.6364071308106247
385,104,0.00869,-0.00764,105.80411562027997,1.8041156202799726
386,104,0.00074,-0.00344,109.29514271613415,5.295142716134151
387,104,-0.00659,0.00095,109.38846460629554,5.388464606295543
388,104,0.00165,-0.0075,110.16468802983863,6.164688029838629
389,104,0.00255,-0.00267,108.30346113778049,4.303461137780488
390,104,-0.00753,0.00161,107.48449689208746,3.4844968920874635
391,104,0.0058,-5.0e-5,106.65445931916837,2.6544593191683674
392,104,-0.0016,-0.00386,108.32042092790472,4.3204209279047205
393,104,0.00797,0.00776,105.86705297757157,1.867052977571575
394,104,0.00307,0.00401,107.23426541520755,3.2342654152075454
395,104,-0.00107,0.00445,106.14242887286062,2.14242887286062
396,104,0.00536,0.00338,105.36900210144788,1.369002101447876
397,104,-0.00329,0.0002,110.48637572527375,6.486375725273746
398,104,-0.00855,0.00762,105.62014482830969,1.6201448283096909
399,104,0.00273,0.00644,106.51233750312402,2.512337503124016
400,105,0.0,0.0,109.93277489451539,4.93277489451539
401,105,-0.00403,-0.00849,111.03207251432907,6.032072514329073
402,105,-0.00577,-0.00318,110.19902785872173,5.199027858721735
403,105,0.00088,-0.00557,108.68758336399057,3.6875833639905693
404,105,0.00316,0.00121,108.41074175338242,3.4107417533824247
405,105,0.00763,0.00886,105.78457927741697,0.7845792774169666
406,105,0.00869,-0.00764,106.31919219309742,1.3191921930974218
407,105,0.00074,-0.00344,108.61316906556559,3.613169065565586
408,105,-0.00659,0.00095,109.85792499229002,4.857924992290023
409,105,0.00165,-0.0075,109.68581169667539,4.685811696675387
410,105,0.00255,-0.00267,108.29152580509992,3.2915258050999228
411,105,-0.00753,0.00161,108.51211325949166,3.512113259491656
412,105,0.0058,-5.0e-5,106.38539922159714,1.3853992215971402
413,105,-0.0016,-0.00386,108.10300007212248,3.1030000721224837
414,105,0.00797,0.00776,106.08821088655797,1.0882108865579738
415,105,0.00307,0.00401,107.57104271100948,2.5710427110094827
416,105,-0.00107,0.00445,106.81195467627272,1.8119546762727197
417,105,0.00536,0.00338,105.08922074283953,0.08922074283952952
418,105,-0.00329,0.0002,110.735572665506,5.735572665505998
419,105,-0.00855,0.00762,106.58970881752971,1.5897088175297114
420,105,0.00273,0.00644,107.16516466334241,2.1651646633424093
421,106,0.0,0.0,110.72964754856353,4.729647548563534
422,106,-0.00403,-0.00849,111.81509436367352,5.8150943636735235
423,106,-0.00577,-0.00318,111.0382413511904,5.038241351190393
424,106,0.00088,-0.00557,109.80792561390687,3.8079256139068747
425,106,0.00316,0.00121,108.85619833279466,2.856198332794662
426,106,0.00763,0.00886,106.44654321971912,0.4465432197191177
427,106,0.00869,-0.00764,107.36847976129678,1.3684797612967827
428,106,0.00074,-0.00344,109.4937112300301,3.493711230030101
429,106,-0.00659,0.00095,110.83263828589041,4.832638285890411
430,106,0.00165,-0.0075,110.83448579505495,4.834485795054945
431,106,0.00255,-0.00267,108.91195370860214,2.911953708602141
432,106,-0.00753,0.00161,109.27388847299963,3.27388847299963
433,106,0.0058,-5.0e-5,107.03533836418595,1.0353383641859466
434,106,-0.0016,-0.00386,108.98412115286719,2.984121152867189
435,106,0.00797,0.00776,106.67145971140363,0.671459711403628
436,106,0.00307,0.00401,108.17249687391069,2.1724968739106885
437,106,-0.00107,0.00445,107.42059934992552,1.4205993499255243
438,106,0.00536,0.00338,105.58105761980356,-0.4189423801964409
439,106,-0.00329,0.0002,111.54831910286663,5.548319102866628
440,106,-0.00855,0.00762,107.11660492426098,1.116604924260983
441,106,0.00273,0.00644,107.69641943141437,1.6964194314143697
442,109,0.0,0.0,111.27081184124832,2.2708118412483174
443,109,-0.00403,-0.00849,113.89732769021208,4.89732769021208
444,109,-0.00577,-0.00318,113.23631329830889,4.236313298308886
445,109,0.00088,-0.00557,111.25659224923682,2.2565922492368173
446,109,0.00316,0.00121,110.21122636061267,1.2112263606126703
447,109,0.00763,0.00886,108.17011096482591,-0.8298890351740908
448,109,0.00869,-0.00764,109.60941992597336,0.6094199259733557
449,109,0.00074,-0.00344,111.40694430683156,2.406944306831562
450,109,-0.00659,0.00095,113.27737448137864,4.277374481378644
451,109,0.00165,-0.0075,113.56690023358203,4.566900233582032
452,109,0.00255,-0.00267,111.71190164920006,2.7119016492000583
453,109,-0.00753,0.00161,112.46504694215687,3.4650469421568744
454,109,0.0058,-5.0e-5,110.45186457987856,1.4518645798785599
455,109,-0.0016,-0.00386,111.59884794528482,2.5988479452848168
456,109,0.00797,0.00776,108.81620167105234,-0.18379832894765968
457,109,0.00307,0.00401,110.13901501091624,1.1390150109162391
458,109,-0.00107,0.00445,109.82198857448692,0.8219885744869231
459,109,0.00536,0.00338,109.03019806863556,0.030198068635556297
460,109,-0.00329,0.0002,112.71248157974055,3.7124815797405546
461,109,-0.00855,0.00762,108.65529872167876,-0.34470127832123865
462,109,0.00273,0.00644,110.89449335446055,1.8944933544605504
463,114,0.0,0.0,115.45560593574248,1.4556059357424829
464,114,-0.00403,-0.00849,117.6216854189759,3.6216854189759005
465,114,-0.00577,-0.00318,115.41527255722008,1.415272557220078
466,114,0.00088,-0.00557,115.00776638819646,1.0077663881964583
467,114,0.00316,0.00121,114.76258305024231,0.7625830502423128
468,114,0.00763,0.00886,113.55661677334874,-0.44338322665126384
469,114,0.00869,-0.00764,116.11374620557103,2.113746205571033
470,114,0.00074,-0.00344,114.85898583977304,0.858985839773041
471,114,-0.00659,0.00095,115.70363233178557,1.7036323317855704
472,114,0.00165,-0.0075,116.70802470650796,2.708024706507956
473,114,0.00255,-0.00267,116.52038277020253,2.5203827702025308
474,114,-0.00753,0.00161,115.69357833747799,1.6935783374779874
475,114,0.0058,-5.0e-5,116.16608683012984,2.166086830129842
476,114,-0.0016,-0.00386,114.6558422958274,0.655842295827398
477,114,0.00797,0.00776,114.10811181183337,0.10811181183336771
478,114,0.00307,0.00401,114.9033126548247,0.9033126548247026
479,114,-0.00107,0.00445,114.58391117878001,0.5839111787800135
480,114,0.00536,0.00338,115.78081516083894,1.7808151608389409
481,114,-0.00329,0.0002,116.2458042938679,2.2458042938679057
482,114,-0.00855,0.00762,114.42804057671614,0.4280405767161426
483,114,0.00273,0.00644,115.92548394554322,1.9254839455432204
484,124,0.0,0.0,123.59245412572497,-0.40754587427503
485,124,-0.00403,-0.00849,122.90980448078824,-1.0901955192117612
486,124,-0.00577,-0.00318,123.51187895998761,-0.48812104001238765
487,124,0.00088,-0.00557,123.89221493914525,-0.10778506085475215
488,124,0.00316,0.00121,124.12434754823875,0.12434754823874528
489,124,0.00763,0.00886,123.28716295473012,-0.7128370452698789
490,124,0.00869,-0.00764,125.1800642252524,1.1800642252523943
491,124,0.00074,-0.00344,123.5180459801556,-0.48195401984439457
492,124,-0.00659,0.00095,123.58758097746178,-0.4124190225382165
493,124,0.00165,-0.0075,123.53920431709331,-0.46079568290669215
494,124,0.00255,-0.00267,124.09407425034739,0.09407425034738992
495,124,-0.00753,0.00161,123.36852862605147,-0.6314713739485285
496,124,0.0058,-5.0e-5,123.76701858986692,-0.23298141013307827
497,124,-0.0016,-0.00386,123.65397353563095,-0.3460264643690465
498,124,0.00797,0.00776,122.89690560007415,-1.1030943999258511
499,124,0.00307,0.00401,123.28556344514055,-0.7144365548594465
500,124,-0.00107,0.00445,123.37240644903092,-0.6275935509690811
501,124,0.00536,0.00338,122.49648508130065,-1.5035149186993522
502,124,-0.00329,0.0002,123.66046111654693,-0.3395388834530735
503,124,-0.00855,0.00762,122.65791647781458,-1.342083522185419
504,124,0.00273,0.00644,122.82210663320267,-1.1778933667973348
505,135,0.0,0.0,133.42171495502947,-1.578285044970528
506,135,-0.00403,-0.00849,130.49944518407023,-4.500554815929775
507,135,-0.00577,-0.00318,129.969008250148,-5.0309917498520065
508,135,0.00088,-0.00557,132.7118828626438,-2.2881171373562097
509,135,0.00316,0.00121,134.99877284525655,-0.0012271547434465901
510,135,0.00763,0.00886,133.96825798525026,-1.0317420147497387
511,135,0.00869,-0.00764,136.71720295592925,1.7172029559292525
512,135,0.00074,-0.00344,132.9515866560576,-2.0484133439424
513,135,-0.00659,0.00095,131.53629474614016,-3.4637052538598425
514,135,0.00165,-0.0075,133.62992574577987,-1.3700742542201283
515,135,0.00255,-0.00267,133.95896972488276,-1.0410302751172367
516,135,-0.00753,0.00161,131.52626382473937,-3.473736175260626
517,135,0.0058,-5.0e-5,137.332463355298,2.332463355297989
518,135,-0.0016,-0.00386,132.18402765406952,-2.8159723459304757
519,135,0.00797,0.00776,132.2509320871141,-2.7490679128858915
520,135,0.00307,0.00401,135.20107762119622,0.20107762119621952
521,135,-0.00107,0.00445,132.94182041066037,-2.0581795893396304
522,135,0.00536,0.00338,137.98081183005095,2.9808118300509534
523,135,-0.00329,0.0002,131.94777438078495,-3.0522256192150508
524,135,-0.00855,0.00762,130.7064853697396,-4.293514630260404
525,135,0.00273,0.00644,135.0055921221903,0.005592122190307691
526,136,0.0,0.0,134.5185151577824,-1.4814848422176112
527,136,-0.00403,-0.00849,132.1563572730895,-3.8436427269105025
528,136,-0.00577,-0.00318,131.94190446626843,-4.058095533731574
529,136,0.00088,-0.00557,133.37483406717823,-2.6251659328217727
530,136,0.00316,0.00121,136.0660367985089,0.06603679850888966
531,136,0.00763,0.00886,133.70399269805952,-2.2960073019404774
532,136,0.00869,-0.00764,136.44556794597162,0.445567945971618
533,136,0.00074,-0.00344,134.16004440375545,-1.8399555962445504
534,136,-0.00659,0.00095,132.58177589514548,-3.4182241048545166
535,136,0.00165,-0.0075,134.69256281450754,-1.3074371854924607
536,136,0.00255,-0.00267,134.68174950996033,-1.3182504900396737
537,136,-0.00753,0.00161,132.44571970034366,-3.554280299656341
538,136,0.0058,-5.0e-5,137.4026211232238,1.4026211232238097
539,136,-0.0016,-0.00386,133.55688731982707,-2.4431126801729306
540,136,0.00797,0.00776,134.42264168072464,-1.577358319275362
541,136,0.00307,0.00401,136.2635096633594,0.2635096633594003
542,136,-0.00107,0.00445,134.6116758549718,-1.3883241450282071
543,136,0.00536,0.00338,137.0031736121394,1.003173612139392
544,136,-0.00329,0.0002,133.15066370003652,-2.8493362999634826
545,136,-0.00855,0.00762,131.86822242473644,-4.1317775752635555
546,136,0.00273,0.00644,135.90264496921463,-0.09735503078536567
547,137,0.0,0.0,136.9351176105059,-0.06488238949410174
548,137,-0.00403,-0.00849,135.21553590152385,-1.7844640984761497
549,137,-0.00577,-0.00318,133.67875757921598,-3.321242420784017
550,137,0.00088,-0.00557,135.54656565222191,-1.4534343477780851
551,137,0.00316,0.00121,139.45903290292586,2.4590329029258555
552,137,0.00763,0.00886,136.00013671206185,-0.9998632879381546
553,137,0.00869,-0.00764,139.26602475855566,2.266024758555659
554,137,0.00074,-0.00344,135.97883648820945,-1.0211635117905473
555,137,-0.00659,0.00095,135.03467449305495,-1.9653255069450495
556,137,0.00165,-0.0075,136.88418705050157,-0.11581294949843368
557,137,0.00255,-0.00267,136.83614611499516,-0.16385388500484055
558,137,-0.00753,0.00161,134.6458903079371,-2.354109692062906
559,137,0.0058,-5.0e-5,139.62647741759307,2.6264774175930654
560,137,-0.0016,-0.00386,135.20520831176614,-1.7947916882338575
561,137,0.00797,0.00776,136.78449248356748,-0.21550751643252397
562,137,0.00307,0.00401,139.20811317265427,2.208113172654265
563,137,-0.00107,0.00445,137.0499223481648,0.049922348164813
564,137,0.00536,0.00338,139.36042347665722,2.3604234766572176
565,137,-0.00329,0.0002,135.50239006509716,-1.4976099349028402
566,137,-0.00855,0.00762,134.8304909963703,-2.169509003629713
567,137,0.00273,0.00644,137.00891658486802,0.008916584868018163
568,140,0.0,0.0,139.02117431123017,-0.978825688769831
569,140,-0.00403,-0.00849,137.23304897143166,-2.766951028568343
570,140,-0.00577,-0.00318,136.5425522934199,-3.4574477065800977
571,140,0.00088,-0.00557,137.72241918267093,-2.277580817329067
572,140,0.00316,0.00121,140.7970778645843,0.7970778645843097
573,140,0.00763,0.00886,139.5125346202225,-0.4874653797774897
574,140,0.00869,-0.00764,141.5784191662041,1.5784191662040996
575,140,0.00074,-0.00344,138.10086592426077,-1.8991340757392265
576,140,-0.00659,0.00095,136.85029325491158,-3.149706745088423
577,140,0.00165,-0.0075,139.76105469753855,-0.2389453024614454
578,140,0.00255,-0.00267,139.39837472831877,-0.6016252716812289
579,140,-0.00753,0.00161,137.4999232779209,-2.5000767220790863
580,140,0.0058,-5.0e-5,143.01865051453308,3.0186505145330784
581,140,-0.0016,-0.00386,137.71256579688887,-2.2874342031111325
582,140,0.00797,0.00776,140.13353008628926,0.13353008628925522
583,140,0.00307,0.00401,141.5513658437664,1.5513658437664049
584,140,-0.00107,0.00445,139.29294212648873,-0.7070578735112747
585,140,0.00536,0.00338,143.09111888687823,3.0911188868782347
586,140,-0.00329,0.0002,137.40979724557644,-2.590202754423558
587,140,-0.00855,0.00762,137.37712079495574,-2.6228792050442564
588,140,0.00273,0.00644,140.33430482566027,0.33430482566026853
589,145,0.0,0.0,142.55043297525896,-2.449567024741043
590,145,-0.00403,-0.00849,143.67728708685206,-1.3227129131479387
591,145,-0.00577,-0.00318,141.39403848489823,-3.605961515101768
592,145,0.00088,-0.00557,143.24066545429392,-1.759334545706082
593,145,0.00316,0.00121,146.00601279463572,1.0060127946357227
594,145,0.00763,0.00886,146.83510153092598,1.8351015309259822
595,145,0.00869,-0.00764,148.56642063925037,3.5664206392503672
596,145,0.00074,-0.00344,142.42589631514923,-2.574103684850769
597,145,-0.00659,0.00095,141.748943922535,-3.2510560774649946
598,145,0.00165,-0.0075,146.85674948057033,1.856749480570329
599,145,0.00255,-0.00267,143.38617668512046,-1.6138233148795393
600,145,-0.00753,0.00161,143.101471649498,-1.898528350502005
601,145,0.0058,-5.0e-5,147.3739841221153,2.373984122115303
602,145,-0.0016,-0.00386,142.64202845299096,-2.3579715470090434
603,145,0.00797,0.00776,147.90336388531685,2.9033638853168497
604,145,0.00307,0.00401,146.86268242681743,1.862682426817429
605,145,-0.00107,0.00445,145.06080671277098,0.06080671277098304
606,145,0.00536,0.00338,147.5313665698455,2.5313665698454884
607,145,-0.00329,0.0002,141.13309727874898,-3.866902721251023
608,145,-0.00855,0.00762,145.07727073340305,0.07727073340305424
609,145,0.00273,0.00644,145.46264660579,0.46264660579001315
610,155,0.0,0.0,155.07406818186837,0.07406818186836972
611,155,-0.00403,-0.00849,156.31847594955292,1.3184759495529192
612,155,-0.00577,-0.00318,154.62236552542944,-0.37763447457055577
613,155,0.00088,-0.00557,159.69061080258854,4.690610802588537
614,155,0.00316,0.00121,158.1989317543374,3.1989317543373943
615,155,0.00763,0.00886,159.83613093759072,4.836130937590724
616,155,0.00869,-0.00764,160.63701387946824,5.637013879468242
617,155,0.00074,-0.00344,155.8086731825603,0.8086731825603124
618,155,-0.00659,0.00095,157.6397404513878,2.6397404513878087
619,155,0.00165,-0.0075,159.69821579464895,4.698215794648945
620,155,0.00255,-0.00267,157.98744274823872,2.9874427482387205
621,155,-0.00753,0.00161,154.93643974768563,-0.06356025231437457
622,155,0.0058,-5.0e-5,158.26435772319078,3.264357723190784
623,155,-0.0016,-0.00386,155.5614570061064,0.5614570061063944
624,155,0.00797,0.00776,160.2418439931074,5.241843993107409
625,155,0.00307,0.00401,157.27830806681118,2.278308066811178
626,155,-0.00107,0.00445,157.72403858143832,2.7240385814383217
627,155,0.00536,0.00338,157.3828629334098,2.382862933409797
628,155,-0.00329,0.0002,154.81452399835553,-0.1854760016444743
629,155,-0.00855,0.00762,155.2562958475545,0.2562958475544974
630,155,0.00273,0.00644,156.11533888764168,1.115338887641684
631,169,0.0,0.0,166.63790158755,-2.3620984124499955
632,169,-0.00403,-0.00849,165.55796906465721,-3.4420309353427854
633,169,-0.00577,-0.00318,164.250934811296,-4.749065188704009
634,169,0.00088,-0.00557,168.85443526031588,-0.14556473968411865
635,169,0.00316,0.00121,167.57097150733335,-1.4290284926666459
636,169,0.00763,0.00886,164.647927116072,-4.3520728839280025
637,169,0.00869,-0.00764,169.08059193402428,0.08059193402428377
638,169,0.00074,-0.00344,166.41925978713252,-2.5807402128674823
639,169,-0.00659,0.00095,167.03766592056903,-1.962334079430974
640,169,0.00165,-0.0075,167.5011607709591,-1.4988392290408967
641,169,0.00255,-0.00267,165.74315488526088,-3.2568451147391215
642,169,-0.00753,0.00161,167.8127631074906,-1.1872368925093895
643,169,0.0058,-5.0e-5,167.04539083990684,-1.954609160093156
644,169,-0.0016,-0.00386,168.01121852983368,-0.988781470166316
645,169,0.00797,0.00776,165.1678318165565,-3.832168183443514
646,169,0.00307,0.00401,168.64733629679785,-0.352663703202154
647,169,-0.00107,0.00445,167.84437506281319,-1.1556249371868148
648,169,0.00536,0.00338,169.40555762112547,0.40555762112546745
649,169,-0.00329,0.0002,166.89805421166358,-2.1019457883364225
650,169,-0.00855,0.00762,166.2111673336157,-2.788832666384309
651,169,0.00273,0.00644,167.0034624497229,-1.996537550277111
652,170,0.0,0.0,167.21120944042778,-2.78879055957222
653,170,-0.00403,-0.00849,165.83975922999662,-4.160240770003384
654,170,-0.00577,-0.00318,165.31028157387638,-4.689718426123619
655,170,0.00088,-0.00557,168.8589296334839,-1.1410703665160895
656,170,0.00316,0.00121,167.53353273443838,-2.4664672655616187
657,170,0.00763,0.00886,166.2178559644785,-3.7821440355214975
658,170,0.00869,-0.00764,169.0297453073312,-0.9702546926687887
659,170,0.00074,-0.00344,167.54407607103198,-2.4559239289680193
660,170,-0.00659,0.00095,167.3245059978073,-2.6754940021926927
661,170,0.00165,-0.0075,168.50398170347688,-1.4960182965231184
662,170,0.00255,-0.00267,166.01680584442312,-3.983194155576882
663,170,-0.00753,0.00161,168.87191268948675,-1.1280873105132514
664,170,0.0058,-5.0e-5,167.60538302029653,-2.3946169797034713
665,170,-0.0016,-0.00386,168.3616016678935,-1.6383983321065045
666,170,0.00797,0.00776,166.98709989422716,-3.012900105772843
667,170,0.00307,0.00401,168.52455143644082,-1.4754485635591834
668,170,-0.00107,0.00445,168.3380636763916,-1.661936323608387
669,170,0.00536,0.00338,168.93245817183663,-1.067541828163371
670,170,-0.00329,0.0002,167.27771397870617,-2.722286021293826
671,170,-0.00855,0.00762,166.34287804861006,-3.6571219513899393
672,170,0.00273,0.00644,167.48206721325136,-2.517932786748645
673,171,0.0,0.0,168.1626666892318,-2.8373333107682015
674,171,-0.00403,-0.00849,167.1154974593353,-3.8845025406646982
675,171,-0.00577,-0.00318,166.3274587969433,-4.67254120305671
676,171,0.00088,-0.00557,169.52906232694002,-1.4709376730599786
677,171,0.00316,0.00121,168.80424440857365,-2.195755591426348
678,171,0.00763,0.00886,167.00746135374186,-3.99253864625814
679,171,0.00869,-0.00764,173.53310182439856,2.533101824398557
680,171,0.00074,-0.00344,168.16974173479127,-2.8302582652087267
681,171,-0.00659,0.00095,168.16896178248473,-2.831038217515271
682,171,0.00165,-0.0075,169.04770164401498,-1.9522983559850218
683,171,0.00255,-0.00267,167.26057125193523,-3.7394287480647677
684,171,-0.00753,0.00161,170.2015120244407,-0.7984879755593113
685,171,0.0058,-5.0e-5,168.34327341211448,-2.6567265878855153
686,171,-0.0016,-0.00386,169.10857861356553,-1.891421386434473
687,171,0.00797,0.00776,167.69060983011067,-3.309390169889326
688,171,0.00307,0.00401,169.22796136192778,-1.7720386380722175
689,171,-0.00107,0.00445,168.98998551962876,-2.0100144803712396
690,171,0.00536,0.00338,169.80718473110645,-1.192815268893554
691,171,-0.00329,0.0002,168.2605367804484,-2.7394632195515953
692,171,-0.00855,0.00762,166.70130664420375,-4.298693355796246
693,171,0.00273,0.00644,168.2253557578359,-2.7746442421641007
694,174,0.0,0.0,171.84715262535548,-2.152847374644523
695,174,-0.00403,-0.00849,169.5872517713136,-4.412748228686411
696,174,-0.00577,-0.00318,167.76608984295447,-6.233910157045528
697,174,0.00088,-0.00557,169.43933207587588,-4.560667924124118
698,174,0.00316,0.00121,174.39933999031464,0.39933999031464396
699,174,0.00763,0.00886,168.33499145334002,-5.665008546659976
700,174,0.00869,-0.00764,177.06028303241425,3.0602830324142474
701,174,0.00074,-0.00344,168.73264530990514,-5.267354690094862
702,174,-0.00659,0.00095,169.589433353274,-4.410566646726011
703,174,0.00165,-0.0075,169.69831986708436,-4.301680132915635
704,174,0.00255,-0.00267,168.72325997322025,-5.276740026779748
705,174,-0.00753,0.00161,173.30273046533767,-0.6972695346623254
706,174,0.0058,-5.0e-5,171.06498425231305,-2.935015747686947
707,174,-0.0016,-0.00386,169.07924099515003,-4.92075900484997
708,174,0.00797,0.00776,168.80323228472312,-5.196767715276877
709,174,0.00307,0.00401,173.10917431179527,-0.8908256882047283
710,174,-0.00107,0.00445,170.55697219448464,-3.4430278055153565
711,174,0.00536,0.00338,172.73772434751461,-1.2622756524853855
712,174,-0.00329,0.0002,171.62060445380212,-2.379395546197884
713,174,-0.00855,0.00762,168.20601291751737,-5.79398708248263
714,174,0.00273,0.00644,171.9322408687163,-2.067759131283708
715,179,0.0,0.0,180.0,1.0
716,179,-0.00403,-0.00849,174.3446554798905,-4.655344520109509
717,179,-0.00577,-0.00318,177.1276518896318,-1.8723481103681934
718,179,0.00088,-0.00557,179.42512571361087,0.4251257136108677
719,179,0.00316,0.00121,180.0,1.0
720,179,0.00763,0.00886,177.01684428072159,-1.9831557192784146
721,179,0.00869,-0.00764,180.0,1.0
722,179,0.00074,-0.00344,178.54997785660532,-0.4500221433946763
723,179,-0.00659,0.00095,176.9695719604661,-2.030428039533888
724,179,0.00165,-0.0075,177.0727818271115,-1.9272181728885016
725,179,0.00255,-0.00267,179.80456229820987,0.8045622982098735
726,179,-0.00753,0.00161,178.4712870568317,-0.5287129431683013
727,179,0.0058,-5.0e-5,178.32199290592877,-0.6780070940712335
728,179,-0.0016,-0.00386,177.58810574815013,-1.4118942518498727
729,179,0.00797,0.00776,179.40236098733462,0.40236098733461745
730,179,0.00307,0.00401,179.20953520515522,0.20953520515521973
731,179,-0.00107,0.00445,177.97709547821304,-1.0229045217869555
732,179,0.00536,0.00338,178.8408369213929,-0.15916307860709367
733,179,-0.00329,0.0002,179.86313081267596,0.863130812675962
734,179,-0.00855,0.00762,178.12544406114512,-0.8745559388548827
735,179,0.00273,0.00644,178.7906785329531,-0.20932146704689103
736,9,0.0,0.0,10.893646548976148,1.8936465489761485
737,9,-0.00403,-0.00849,3.3811482458052855,-5.618851754194715
738,9,-0.00577,-0.00318,13.050997829438622,4.0509978294386215
739,9,0.00088,-0.00557,9.97442575150994,0.9744257515099406
740,9,0.00316,0.00121,8.267062287678796,-0.7329377123212044
741,9,0.00763,0.00886,9.534932516275195,0.5349325162751946
742,9,0.00869,-0.00764,8.827001229993582,-0.1729987700064175
743,9,0.00074,-0.00344,8.718465607118535,-0.28153439288146487
744,9,-0.00659,0.00095,7.0619554838141,-1.9380445161859
745,9,0.00165,-0.0075,2.4028545677452455,-6.597145432254754
746,9,0.00255,-0.00267,12.516327025779036,3.516327025779036
747,9,-0.00753,0.00161,5.732047892971999,-3.267952107028001
748,9,0.0058,-5.0e-5,9.554651120827328,0.5546511208273284
749,9,-0.0016,-0.00386,5.047966204142292,-3.952033795857708
750,9,0.00797,0.00776,8.772392586660988,-0.2276074133390118
751,9,0.00307,0.00401,7.220655275437302,-1.7793447245626979
752,9,-0.00107,0.00445,5.845294921919576,-3.1547050780804238
753,9,0.00536,0.00338,7.126935281796624,-1.8730647182033762
754,9,-0.00329,0.0002,11.470864634219067,2.470864634219067
755,9,-0.00855,0.00762,7.725635821290123,-1.2743641787098774
756,9,0.00273,0.00644,10.339626964418182,1.3396269644181817
